pid,cmb_bench,cmb_bmi,cmb_body_fat,cmb_hand_len,cmb_hand_width,cmb_lane_agility,cmb_max_vert,cmb_mod_lane_agility,cmb_offdrib_att,cmb_offdrib_pct,cmb_onmove_att,cmb_onmove_pct,cmb_reach_minus_height,cmb_spot15_att,cmb_spot15_pct,cmb_spotcol_att,cmb_spotcol_pct,cmb_spotnba_att,cmb_spotnba_pct,cmb_sprint,cmb_stand_vert,cmb_wing_minus_height
Pbb5225b691,4.0,24.14,5.15,9.25,10.25,11.28,32.0,3.15,24,0.5,36,0.778,28.5,,,25,0.64,25,0.6,3.36,27.5,9.0
P75b2e5cfed,,25.54,6.4,8.75,8.5,10.96,33.0,3.22,12,0.5,28,0.643,25.25,25,0.8,,,25,0.76,3.27,25.5,7.75
P26d2a90c5b,9.0,22.27,8.6,8.25,8.5,10.89,38.0,2.97,24,0.458,31,0.871,23.25,,,25,0.64,25,0.8,3.09,31.0,1.25
Pae17b87a4a,,24.83,7.2,10.0,10.0,,,,,,,,28.25,,,,,,,,,7.5
Pa129b1725d,8.0,24.24,8.1,8.5,9.75,11.83,31.0,3.28,12,0.5,30,0.5,23.75,25,0.48,,,25,0.44,3.38,25.0,1.5
P004efe3965,15.0,26.09,7.25,9.0,10.25,10.75,39.0,3.08,24,0.625,28,0.679,24.75,25,0.72,,,25,0.48,3.29,31.0,6.75
P946b6a7bec,,23.5,4.95,8.75,9.25,,,,,,,,28.25,,,,,,,,,4.0
P48e78aee32,12.0,28.06,7.35,9.25,10.0,12.28,35.0,3.36,12,0.75,31,0.613,28.0,25,0.64,,,25,0.44,3.28,31.5,5.5
P9537391b0e,6.0,23.37,7.0,8.5,8.75,10.43,36.5,2.75,24,0.5,29,0.69,24.75,25,0.72,,,25,0.52,3.26,29.0,5.25
P1ddfe32e8c,7.0,22.94,5.0,8.25,9.0,10.44,35.5,2.99,12,0.583,31,0.581,25.75,,,25,0.68,25,0.64,3.32,28.0,5.5
Pfc813e5d63,18.0,27.56,8.1,9.25,10.0,11.35,31.5,3.13,24,0.5,27,0.593,28.25,25,0.56,,,25,0.56,3.17,27.0,5.25
P212def8838,9.0,25.25,8.7,9.75,9.5,11.77,32.0,3.31,12,0.5,28,0.679,27.0,24,0.625,,,25,0.56,3.23,27.5,2.5
P27d264f43c,1.0,24.64,5.2,8.5,9.5,11.48,36.5,3.33,12,0.75,29,0.621,25.25,25,0.56,,,25,0.56,3.23,31.0,6.25
P1a46c41bff,5.0,23.82,5.05,9.0,9.25,11.89,36.0,3.25,12,0.5,31,0.71,27.5,,,25,0.52,25,0.64,3.33,29.5,4.0
Paa92a86ff3,2.0,24.89,6.8,8.75,9.5,11.07,33.0,3.19,24,0.5,28,0.714,23.0,,,25,0.6,25,0.68,3.25,30.0,8.25
Pf6658be174,,23.96,6.25,8.5,9.5,10.9,33.5,3.18,,,,,24.0,,,,,,,3.13,27.5,3.0
P82bbff96e6,12.0,26.35,5.2,9.0,9.75,11.08,42.0,3.03,12,0.833,31,0.516,27.0,25,0.92,,,25,0.64,3.04,33.0,9.0
P64a44986ea,7.0,25.04,7.35,9.0,9.0,11.53,34.0,3.11,12,0.25,35,0.486,26.5,25,0.76,,,25,0.56,3.22,27.0,5.75
P17f11f33c2,,22.33,6.4,8.75,9.25,,,,,,,,27.0,,,,,,,,,2.75
P6ab3598ab0,,22.93,6.05,9.0,10.0,,,,,,,,22.0,,,,,,,,,3.25
P4467431c36,,24.48,5.6,8.25,8.5,,,,,,,,26.0,,,,,,,,,6.75
Pf507011aa5,8.0,22.95,4.85,8.0,9.0,11.26,39.5,3.21,12,0.75,35,0.743,24.0,25,0.84,,,25,0.72,3.11,31.0,2.75
Pf271325d7b,1.0,23.36,7.7,8.75,9.0,11.27,41.5,3.16,,,,,25.25,,,,,,,3.1,32.0,7.0
P1f3e01b488,10.0,24.99,6.05,8.75,8.25,11.02,41.5,3.15,,,,,25.25,,,,,,,3.05,33.0,7.0
P3e655a07ed,12.0,23.08,5.55,9.25,9.0,11.48,32.0,3.2,24,0.458,30,0.5,28.0,,,25,0.68,25,0.64,3.34,26.0,7.75
P688b157768,8.0,27.88,13.75,9.0,9.0,12.28,35.5,3.35,12,0.5,30,0.6,27.5,25,0.68,,,25,0.52,3.38,28.5,6.0
P8eec131338,14.0,25.18,6.4,8.75,9.25,10.96,35.0,3.18,,,,,26.5,,,,,,,3.18,30.0,8.0
P9106a597f3,12.0,24.69,7.0,8.5,9.5,11.37,39.5,2.99,12,0.917,25,0.72,21.75,25,0.64,,,25,0.64,3.12,33.5,4.5
Pa5c483aef9,11.0,24.26,4.95,8.25,10.5,11.02,40.0,2.97,24,0.667,28,0.714,22.25,,,25,0.92,25,0.68,3.14,32.0,3.0
P5e4a09f56c,12.0,24.04,5.65,9.0,9.5,10.87,40.0,2.91,,,,,23.75,,,,,,,3.06,31.5,6.5
P4a79c6caeb,,26.28,8.6,9.0,10.25,,,,,,,,28.0,,,,,,,,,8.0
Pb1eb09fa94,4.0,23.97,4.9,8.5,9.5,10.39,35.0,3.09,12,0.5,33,0.727,24.75,25,0.72,,,25,0.52,3.34,27.5,4.5
P67e5a8f825,14.0,23.16,5.95,8.5,9.75,10.86,33.0,3.28,24,0.292,29,0.655,25.5,25,0.64,,,25,0.56,3.19,28.0,1.25
Pd4282e2cb6,,23.78,5.35,8.0,9.25,,,,,,,,23.0,,,,,,,,,2.5
P6f1d3c64d2,,24.64,5.9,8.5,8.75,,,,,,,,25.75,,,,,,,,,5.25
Pb15c668c3a,4.0,23.04,3.6,9.0,9.75,11.09,37.0,2.95,12,0.333,31,0.613,27.25,,,25,0.44,25,0.64,3.27,30.5,4.25
P273938bb97,,20.36,7.1,9.25,9.5,,,,,,,,30.75,,,,,,,,,6.25
P2c24c6affb,7.0,23.29,5.0,7.5,9.25,9.97,42.5,2.78,12,0.583,34,0.618,21.5,,,25,0.8,25,0.68,3.08,36.0,1.75
Pf450c7fe3d,4.0,23.9,4.9,8.25,9.0,11.11,33.0,3.11,12,0.583,36,0.639,25.0,,,25,0.72,25,0.56,3.26,27.5,6.0
Pd50729b5d0,13.0,25.68,6.0,8.75,9.5,11.06,36.5,3.17,12,0.5,32,0.844,24.25,,,25,0.68,25,0.72,3.36,31.0,3.5
P4f7a1b04a6,11.0,22.89,2.9,9.0,9.5,11.3,37.5,3.18,24,0.75,20,0.8,25.0,,,25,0.72,25,0.56,3.48,34.0,5.0
P4516ced6d5,,22.94,7.8,9.5,10.25,11.95,31.0,3.3,,,,,27.75,,,,,,,3.51,27.0,3.5
Peecc71d248,10.0,23.19,4.9,8.25,9.5,10.61,40.5,3.05,12,0.667,32,0.625,22.75,24,0.75,,,25,0.44,3.15,34.0,1.0
Pe661d7acde,8.0,22.65,4.5,9.25,9.5,11.26,36.5,3.47,12,0.5,28,0.321,28.0,,,25,0.6,25,0.56,3.36,31.5,4.5
Pc3b8b90cf8,11.0,27.47,6.1,9.5,10.75,11.32,32.0,3.1,12,0.25,30,0.5,27.25,,,25,0.56,25,0.44,3.28,27.5,5.25
Pbc4309c829,,22.88,5.0,8.25,8.5,,,,,,,,23.25,,,,,,,,,4.25
P47c5a2733b,13.0,24.05,4.1,9.25,10.75,10.69,34.0,2.96,12,0.667,33,0.606,26.0,,,25,0.68,25,0.76,3.28,29.5,5.75
P37457bff4f,14.0,27.96,5.0,8.5,9.0,10.79,38.0,3.13,,,,,24.75,,,,,,,3.22,32.5,5.75
P076dcdb147,,24.77,4.6,8.25,10.0,10.44,40.5,2.22,,,,,22.5,,,,,,,3.02,31.5,2.5
Pcb86ff794b,8.0,25.49,6.8,10.5,10.5,13.01,26.5,3.46,12,0.333,32,0.594,33.25,,,25,0.16,25,0.12,3.78,22.0,9.0
P2f4b26e6e1,5.0,25.3,5.9,9.25,9.25,11.61,36.5,3.19,,,,,28.75,,,,,,,3.25,32.5,5.25
Pb69fbd28c6,4.0,22.29,5.7,8.0,8.75,10.48,36.5,3.07,12,0.667,39,0.59,22.75,,,25,0.8,25,0.8,3.27,30.5,3.75
P8534216773,8.0,24.45,3.9,8.25,9.5,10.77,40.5,3.02,12,0.333,30,0.567,24.25,,,25,0.84,25,0.84,3.04,33.5,7.75
Ped6b9a1a7c,5.0,22.72,5.0,9.25,10.5,11.74,34.5,3.23,,,,,28.25,,,,,,,3.37,27.0,5.25
P8a97dbabe6,13.0,24.94,6.1,9.5,10.25,11.46,35.5,3.25,24,0.625,24,0.542,26.0,,,25,0.52,25,0.52,3.28,30.5,4.75
P4ebfdd4833,,23.11,7.1,8.0,8.75,,,,,,,,24.0,,,,,,,,,-1.25
P5c11762ec9,10.0,29.82,8.4,9.5,9.75,11.34,34.5,3.43,,,,,28.5,,,,,,,3.34,26.0,10.75
P5a277fef0e,,26.24,3.9,9.5,10.25,,,,12,0.5,31,0.548,28.0,,,26,0.808,27,0.593,,,7.25
Pb16e641fe9,2.0,23.51,6.5,8.25,9.5,11.21,31.5,3.12,,,,,21.75,,,,,,,3.4,26.0,-0.25
Pa4c28f80ad,,25.83,5.6,8.0,9.25,,,,,,,,27.25,,,,,,,,,4.5
Pb14f594f0a,,23.11,5.8,8.0,8.5,10.52,36.5,3.28,,,,,24.0,,,,,,,3.26,30.5,3.0
P8209ad6040,6.0,27.62,5.1,9.25,10.75,11.21,35.5,3.3,12,0.583,32,0.688,28.75,23,0.696,,,25,0.68,3.25,28.0,6.25
P6a3fce0af3,0.0,22.13,4.8,8.0,8.5,10.99,33.0,3.05,12,0.667,29,0.69,25.75,,,25,0.68,25,0.56,3.28,29.0,5.5
P714602a9aa,,,,9.0,9.0,,,,,,,,26.5,,,,,,,,,6.5
Pbafaf944fd,10.0,26.25,8.9,9.75,9.75,11.8,26.0,3.54,12,0.5,31,0.677,28.5,,,25,0.64,25,0.4,3.6,23.5,7.25
P6b5b70ee01,1.0,23.46,4.0,8.75,8.5,11.09,43.0,3.3,,,,,24.0,,,,,,,3.29,35.0,6.0
P6a5f6ac2d8,5.0,26.93,5.9,8.75,10.0,12.15,38.5,3.1,12,0.333,19,0.737,28.0,20,0.75,,,25,0.56,3.24,31.0,8.75
P18facb688d,6.0,24.42,4.0,9.5,9.25,11.51,38.5,3.14,12,0.5,31,0.645,24.25,,,25,0.68,25,0.4,3.3,32.5,3.0
P19aaf87bc8,9.0,23.1,3.8,8.5,8.75,11.26,37.5,3.24,12,0.333,28,0.607,26.0,,,27,0.556,25,0.32,3.38,29.5,4.5
P338a42b9d0,0.0,20.92,5.7,9.0,10.0,11.54,33.5,3.23,12,0.583,30,0.667,25.25,,,26,0.577,27,0.481,3.32,29.5,4.0
Pc1416b3728,,24.79,7.5,8.5,9.5,11.6,30.0,3.34,12,0.5,32,0.719,24.5,,,25,0.56,25,0.76,3.43,24.0,1.5
Pab169ed872,2.0,25.13,6.1,8.25,8.5,10.76,38.5,3.13,12,0.75,29,0.828,22.75,,,24,0.625,24,0.375,3.23,32.0,4.0
P9cddcdc1ad,,25.93,11.68,8.5,9.25,11.29,35.0,2.66,,,,,26.25,,,,,,,3.43,29.0,4.5
Pd17e70140c,9.0,23.46,4.6,9.25,9.25,10.88,37.0,3.13,,,,,27.25,,,,,,,3.38,30.5,6.5
Pd88f1bdac2,19.0,24.86,4.9,9.0,10.0,11.71,38.5,3.12,12,0.75,31,0.613,24.25,,,25,0.76,25,0.6,3.17,30.5,6.5
P7ff4af5e7c,18.0,29.4,6.3,9.0,9.5,11.63,38.0,3.26,,,,,25.5,,,,,,,3.3,33.0,9.75
P9d5ce33ec0,,27.25,8.4,9.25,11.0,11.26,33.5,2.57,,,,,26.25,,,,,,,3.25,30.0,4.0
P519f028bfb,0.0,24.75,9.8,7.75,8.0,11.01,37.0,3.07,12,0.583,36,0.694,25.0,,,25,0.6,25,0.64,3.2,29.0,4.0
Pefa2378416,,23.53,7.5,8.25,8.5,10.59,35.5,3.14,12,0.417,34,0.676,24.0,25,0.72,,,25,0.8,3.27,28.0,3.25
P007123cefb,,22.13,8.5,8.75,9.5,,,,,,,,27.75,,,,,,,,,2.25
Pba03162225,2.0,25.88,5.1,8.75,8.75,10.82,34.0,3.03,,,,,27.0,,,,,,,3.14,27.0,5.0
P8df31bfe17,3.0,27.92,14.0,9.5,9.25,12.03,32.5,3.76,12,0.5,32,0.5,28.75,25,0.56,,,24,0.542,3.42,26.0,7.0
P90a39c14ab,9.0,23.95,3.9,9.0,10.5,10.63,35.5,3.05,12,0.75,34,0.588,26.75,25,0.8,,,25,0.68,3.25,32.5,5.75
P9b3e496395,7.0,24.05,5.6,8.5,9.0,11.01,38.0,3.03,12,0.5,11,0.364,25.5,,,25,0.44,25,0.56,3.27,27.0,1.0
P2084d7c5fc,15.0,29.28,6.8,8.75,9.0,10.77,34.0,2.87,,,,,26.5,,,,,,,3.37,30.0,5.75
P224fa713e4,9.0,23.64,4.7,8.75,9.25,11.16,36.5,3.04,,,,,27.0,,,,,,,3.37,29.5,7.75
Pf6db5ed983,5.0,25.09,6.6,8.0,9.75,10.76,40.5,3.11,12,0.583,21,0.571,24.0,,,25,0.72,25,0.88,3.07,30.5,4.75
P4797fb50d3,,25.82,6.1,8.5,9.0,11.57,38.0,3.15,12,0.833,34,0.794,25.0,,,25,0.72,25,0.76,3.16,31.0,6.0
P43dec358d1,,23.6,4.3,7.75,9.0,,,,,,,,22.0,,,,,,,,,1.5
P023bbe5ec1,20.0,27.93,5.4,9.0,10.5,10.83,31.5,3.27,12,0.667,32,0.719,26.75,,,25,0.52,25,0.72,3.33,26.0,4.0
Pf1b3205a09,8.0,22.48,4.6,8.25,9.5,10.7,37.5,2.94,,,,,26.25,,,,,,,3.3,29.0,3.75
Pb7d583a85a,,26.03,6.7,9.0,10.0,,,,,,,,29.0,,,,,,,,,5.25
Pf75af7bb1f,,25.78,12.3,8.75,8.75,11.33,33.0,2.47,,,,,26.0,,,,,,,3.26,28.0,6.0
P08bc96e9be,,27.13,9.61,9.25,10.0,11.82,41.0,3.61,,,,,27.0,,,,,,,3.23,37.0,9.25
P32d7e7e1eb,,24.59,5.0,8.5,9.0,11.35,43.5,2.75,,,,,27.5,,,,,,,3.17,37.0,7.25
P6142a39d2b,,24.09,7.83,9.0,10.25,11.95,37.0,2.71,,,,,26.5,,,,,,,3.16,28.0,7.25
P173da90181,,23.25,4.2,8.75,10.0,11.25,36.5,2.63,,,,,23.0,,,,,,,3.25,30.5,1.75
P16e9d60aa9,,25.04,5.65,9.0,9.75,11.04,34.5,2.5,,,,,27.0,,,,,,,3.18,28.0,4.0
P0cd98a270c,,25.71,6.8,8.0,8.75,10.64,39.5,2.28,,,,,25.0,,,,,,,3.12,30.5,5.25
P34a08a87d4,,25.12,4.1,9.0,9.0,10.82,36.5,2.5,,,,,26.0,,,,,,,3.13,29.5,6.5
P641ed83c9a,,24.33,4.4,8.25,9.5,10.59,42.5,2.49,,,,,22.75,,,,,,,3.11,37.5,4.25
Pceb9387e05,,24.86,9.91,8.5,7.75,11.21,35.5,3.17,,,,,22.0,,,,,,,3.11,30.5,2.75
Pdc083a80a9,,27.33,10.2,8.5,8.75,,,,,,,,24.75,,,,,,,,,2.75
P866e6f90bf,,21.3,4.7,8.25,8.25,,,,,,,,26.0,,,,,,,,,4.5
P2cd53b2728,,25.39,8.9,8.75,8.5,10.6,31.0,2.49,,,,,26.75,,,,,,,3.33,24.0,3.25
P63a2ab1a2a,,25.81,8.2,9.0,9.5,11.56,31.5,2.96,,,,,29.5,,,,,,,3.31,23.0,6.0
Pde7308c87b,,22.81,2.8,8.5,10.0,,,,,,,,24.5,,,,,,,,,4.75
P4cd6438cc3,,23.24,3.73,8.5,9.75,11.52,36.0,2.64,,,,,25.0,,,,,,,3.04,31.0,6.0
Pc09cd8c6d0,,27.15,8.7,9.25,10.5,11.77,35.0,2.9,,,,,24.75,,,,,,,3.37,28.5,7.0
P539176b694,,24.64,5.9,8.5,8.75,11.93,38.5,2.58,,,,,24.0,,,,,,,3.16,31.5,1.25
P2ca61183dc,,25.5,7.4,8.0,9.75,10.65,37.5,2.4,,,,,24.0,,,,,,,3.3,29.0,3.0
Pe237a28a37,,26.28,5.9,9.0,10.5,10.94,38.0,2.72,,,,,24.25,,,,,,,3.2,33.0,4.75
P8c6b1e4de6,,25.95,15.8,8.0,9.0,,,,,,,,26.5,,,,,,,,,6.5
P63236d3a70,,23.85,8.2,8.0,8.75,11.21,35.5,2.46,,,,,25.0,,,,,,,3.17,29.5,6.25
P429838957d,,24.5,3.4,8.75,9.75,,,,,,,,26.0,,,,,,,,,3.5
P170284fab5,,23.78,6.83,9.0,8.75,12.29,37.5,2.67,,,,,29.0,,,,,,,3.45,26.5,5.5
P2b95cb9990,,24.95,8.5,9.0,9.0,11.42,34.0,2.92,,,,,27.5,,,,,,,3.25,30.0,3.75
Pdc49b6ecb0,,24.03,5.4,8.0,8.5,11.17,39.5,2.45,,,,,24.25,,,,,,,3.07,32.5,5.0
P90a7395cb0,,23.92,3.7,9.25,9.25,,,,,,,,28.75,,,,,,,,,5.0
Pb3e461d4cf,,23.9,5.8,8.25,9.0,11.4,44.0,2.43,,,,,22.5,,,,,,,3.09,34.5,2.0
Pc74b3d476e,,26.51,6.8,8.5,9.75,10.35,41.0,2.54,,,,,23.25,,,,,,,3.2,35.0,3.25
Pe0b660d280,,27.2,7.5,9.0,10.5,,,,,,,,29.25,,,,,,,,,9.5
P289da7f9c1,,22.12,7.6,7.5,8.25,10.78,34.0,2.59,,,,,22.5,,,,,,,3.28,30.0,0.25
P98391b949f,,23.89,12.43,8.25,9.25,11.6,32.0,2.62,,,,,25.25,,,,,,,3.4,27.5,-0.75
P1f88525e9f,,29.64,8.5,10.25,11.0,11.8,32.5,3.01,,,,,26.5,,,,,,,3.49,26.0,6.5
Pd3cfd798be,,26.9,12.5,9.0,10.75,11.73,27.0,2.64,,,,,30.25,,,,,,,3.6,21.5,6.25
P5b50a9b58b,,23.99,5.3,9.25,10.25,11.17,39.0,2.61,,,,,28.0,,,,,,,3.28,29.0,6.75
P1cf3ac09b1,,26.21,9.0,8.75,8.25,11.15,28.0,2.74,,,,,24.5,,,,,,,3.61,24.0,5.5
P04282e0cbf,,26.94,4.5,9.0,10.75,11.1,38.0,2.49,,,,,28.0,,,,,,,3.18,32.0,8.5
P9d848af991,,26.04,5.4,8.75,9.5,10.77,39.0,3.11,,,,,27.5,,,,,,,3.13,32.0,5.75
P45a39b68c1,,25.39,5.3,9.25,10.25,10.88,39.5,2.99,,,,,29.0,,,,,,,3.15,36.0,7.75
P0326e23b0d,,24.51,5.9,9.0,9.5,12.19,36.0,3.33,,,,,26.25,,,,,,,3.13,33.0,5.75
P5705590403,,21.86,6.0,9.0,9.75,,,,,,,,26.25,,,25,0.0,,,,,5.0
Pa090759337,,23.43,5.5,8.75,9.0,,,,,,,,26.0,,,,,,,,,4.75
P6680e3073f,,23.1,5.5,9.0,9.75,10.98,39.0,2.98,30,0.5,,,27.75,,,25,0.36,,,3.19,33.5,5.0
P82dc635a40,,24.61,5.1,8.5,8.25,,,,,,,,24.25,,,,,,,,,1.75
P85bbbd5241,,24.0,6.3,8.75,8.5,11.94,35.0,3.14,30,0.567,25,0.36,26.25,,,25,0.72,,,3.34,27.0,3.75
P6521ad0003,,24.39,7.1,8.75,9.25,11.39,34.5,3.04,30,0.567,25,0.64,28.75,,,25,0.76,,,3.14,28.5,3.75
Pf6213e9937,,26.67,5.8,8.75,8.5,11.32,37.5,3.3,30,0.767,25,0.44,25.75,,,25,0.64,,,3.14,29.5,6.0
P9fd480084b,,23.97,4.9,8.5,8.75,11.51,33.5,3.27,,,,,26.5,,,,,,,3.23,27.0,6.75
P44ea7b86af,,24.62,5.9,8.5,9.0,11.21,39.0,3.19,30,0.4,25,0.32,26.25,,,25,0.44,,,3.08,30.0,4.5
P3364db28a5,,22.87,4.3,8.5,8.25,11.3,37.0,3.38,30,0.633,25,0.48,27.0,,,25,0.64,,,3.25,28.0,4.25
P60da7b4537,,25.38,11.7,9.0,9.25,11.9,29.5,3.38,30,0.633,25,0.68,25.5,,,25,0.68,,,3.51,24.0,3.5
P2b13664da5,,30.64,17.3,9.25,9.0,11.69,31.5,3.3,30,0.5,25,0.36,26.5,,,25,0.32,,,3.25,26.5,4.25
P88205fde52,,24.95,6.6,8.5,10.0,11.09,38.5,3.33,30,0.733,25,0.64,25.0,,,25,0.64,,,3.07,30.5,4.0
Pcf11d56327,,24.64,7.9,8.25,9.0,11.14,34.5,3.07,30,0.933,25,0.56,23.25,,,25,0.76,,,3.34,28.5,2.5
Pc9a85d9349,,25.18,5.6,8.5,9.25,11.68,35.0,3.18,,,,,27.0,,,,,,,3.07,29.0,6.25
P152905cef4,,25.18,7.5,8.25,8.5,12.02,39.0,3.2,,,,,28.75,,,,,,,3.03,33.0,7.25
P392363bcf2,,23.17,4.5,9.75,10.5,,,,,,,,26.25,,,,,,,,,4.5
P721d8fa8f9,,22.79,4.4,8.5,9.0,11.45,48.0,3.2,,,,,21.5,,,,,,,3.0,41.5,3.75
P21372aaded,,23.85,5.8,8.5,9.0,11.02,36.5,3.17,30,0.5,25,0.32,28.0,,,25,0.48,,,3.25,28.5,6.25
P69549f38f2,,23.15,4.7,9.0,9.5,,,,,,,,28.5,,,,,,,,,3.75
Pcfa1d05a1c,,23.54,4.5,8.25,9.0,10.96,36.0,3.23,30,0.833,25,0.56,25.5,,,25,0.76,,,3.16,31.5,5.0
P9e732e040b,,24.57,7.5,8.5,9.5,11.03,32.5,3.17,,,,,25.25,,,,,,,3.29,27.5,5.75
P0057628fa2,,25.86,6.8,8.75,10.0,10.91,37.5,2.99,,,,,24.0,,,,,,,3.12,30.0,1.0
P836329e077,,20.97,4.4,8.5,9.25,11.0,41.0,3.01,30,0.633,25,0.64,22.0,,,25,0.6,,,2.98,33.0,1.25
Pd1118f9ab3,,22.83,4.7,8.75,9.75,10.45,42.0,3.03,,,,,25.5,,,,,,,2.98,34.0,8.0
Pbfadf35dca,,26.96,9.4,9.0,9.5,,,,,,,,26.75,,,,,,,,,3.5
P71a175d36d,,24.13,14.5,8.75,9.5,11.87,31.0,3.28,30,0.733,25,0.68,29.75,,,25,0.64,,,3.34,25.5,3.5
P624b2b5afe,,25.69,7.8,9.0,9.5,11.63,36.5,3.3,30,0.567,25,0.6,25.5,,,25,0.76,,,3.21,30.5,4.25
Pfce02776de,,22.05,4.1,8.0,9.0,,,,,,,,23.25,,,,,,,,,0.75
P606c98790a,,25.75,6.0,9.0,9.5,11.08,38.5,3.13,30,0.633,25,0.52,26.5,,,25,0.68,,,3.1,31.0,7.75
P2c8aa67899,,27.45,6.2,8.25,8.75,,,,,,,,24.5,,,,,,,,,4.25
P7c29e11a29,,26.14,12.9,9.0,10.0,12.7,32.0,3.5,30,0.8,25,0.56,27.5,,,25,0.64,,,3.3,26.5,7.0
Pa0882490f6,,25.3,6.8,9.0,10.0,,,,,,,,28.5,,,,,,,,,8.25
P54240b8a24,,22.91,8.1,8.5,9.0,11.65,38.0,3.32,,,,,26.0,,,,,,,3.14,34.0,4.5
Pe225c37146,,28.19,11.8,8.5,9.0,11.72,36.5,3.18,,,25,0.48,25.0,,,25,0.6,,,3.0,29.5,3.75
P3da5d3f3f2,,22.37,5.6,8.5,9.0,11.51,34.0,3.17,,,,,27.0,,,,,,,3.35,27.5,5.0
Pf2b31fcc76,,24.16,4.0,9.0,9.25,10.89,42.5,3.05,30,0.6,25,0.76,26.5,,,25,0.6,,,3.1,36.0,7.25
P30169adef4,,22.57,5.45,8.5,9.25,10.82,38.5,3.08,30,0.467,25,0.44,25.5,,,25,0.52,,,3.13,30.5,5.5
P4e35bd6add,,23.0,6.3,9.0,10.0,10.97,37.5,3.36,30,0.533,25,0.56,26.5,,,25,0.48,,,3.22,30.5,5.25
P90932c4b0a,,25.2,7.6,9.25,10.5,11.85,33.0,3.5,30,0.667,25,0.4,29.25,,,25,0.36,,,3.29,27.0,4.75
P41bcb3bebd,,23.69,11.0,8.0,8.25,10.94,35.0,3.19,30,0.567,25,0.52,24.5,,,25,0.76,,,3.07,25.0,1.75
P5480a34012,,26.79,8.9,9.0,9.75,11.64,32.0,3.15,30,0.567,25,0.48,25.75,,,25,0.6,,,3.29,27.0,2.0
Pba95727095,,26.81,5.5,9.0,9.75,11.59,44.5,3.38,30,0.5,25,0.48,25.0,,,25,0.36,,,3.05,37.0,6.25
P90b2305671,,25.25,6.3,8.5,9.75,11.46,41.5,3.1,,,,,24.0,,,,,,,3.13,34.5,4.75
P969b4447cc,,21.54,5.0,8.5,9.0,11.14,38.5,3.1,30,0.567,25,0.56,25.75,,,25,0.56,,,3.08,34.5,6.25
Pc624860c4a,,22.02,6.1,9.25,9.5,12.19,35.0,3.08,30,0.633,25,0.6,29.5,,,25,0.48,,,3.06,31.5,6.75
Pb1d56c9c96,,23.61,6.2,9.0,9.75,11.38,35.5,3.25,30,0.567,25,0.4,26.75,,,25,0.4,,,3.31,28.5,4.5
P77f7109f5b,,25.1,5.1,8.25,8.75,11.5,35.5,3.06,30,0.7,25,0.6,26.75,,,25,0.6,,,3.17,29.5,5.5
Pc37129efde,,26.41,10.1,9.5,9.5,11.69,35.0,3.23,30,0.5,25,0.48,25.5,,,25,0.36,,,3.27,28.0,6.75
Pac178f1473,,23.82,4.1,8.5,9.25,10.7,42.0,3.18,30,0.7,25,0.48,25.25,,,25,0.68,,,3.04,30.0,5.25
Pc131e1ee6f,,22.82,5.0,8.75,8.5,11.2,36.0,3.0,30,0.6,25,0.64,26.5,,,25,0.76,,,3.04,29.5,5.25
P9e82692a6d,,20.57,4.4,9.0,8.75,10.69,39.5,3.04,,,,,26.25,,,,,,,3.12,34.0,2.0
Pff95561f44,,24.96,5.6,9.0,9.5,11.2,38.0,3.42,30,0.367,25,0.28,27.25,,,25,0.28,,,3.15,31.5,5.0
P130d4826ef,,26.62,6.7,8.5,9.0,10.76,38.0,3.12,30,0.733,25,0.56,22.75,,,25,0.52,,,3.08,31.5,6.0
P6bb68789bc,,24.02,7.2,8.0,9.5,11.47,35.5,3.26,30,0.8,25,0.64,23.25,,,25,0.6,,,3.11,30.0,2.0
P8be99fecd0,,24.58,8.9,8.75,9.5,12.25,26.5,3.3,30,0.6,25,0.48,29.25,,,25,0.6,,,3.45,23.5,4.5
P0234a21988,,23.83,5.9,9.0,10.5,11.29,34.0,3.19,30,0.6,25,0.36,27.75,,,25,0.56,,,3.33,28.5,6.25
P4e8883caf8,,23.16,5.3,9.0,9.0,,,,,,,,28.75,,,,,,,,,7.5
Pae46fa4aa5,,23.71,6.1,8.5,9.75,11.38,35.0,3.09,,,,,26.5,,,,,,,3.17,29.0,6.0
P3b1e823247,,24.49,6.2,8.0,8.5,11.0,40.0,3.13,30,0.467,25,0.48,22.0,,,25,0.48,,,3.16,33.5,1.0
Pd6b4848f72,,23.1,4.9,9.0,9.0,11.57,41.0,3.05,30,0.5,25,0.72,24.75,,,25,0.32,,,3.29,31.5,4.75
Pc99b219586,,17.48,4.7,8.5,8.75,11.16,28.5,3.04,30,0.5,25,0.6,28.25,,,25,0.6,,,3.33,26.5,2.5
P8c8d5105c2,,23.68,4.4,8.5,9.5,10.73,41.5,2.89,,,,,25.5,,,,,,,,31.0,5.75
Paac5dcb74c,,22.88,4.8,8.0,8.5,10.82,37.5,3.02,30,0.6,25,0.52,26.25,,,25,0.64,,,3.07,32.0,4.5
Pe2f97b33d4,,29.9,8.2,9.75,10.25,12.11,32.5,3.31,30,0.467,,,27.5,,,25,0.28,,,3.33,29.5,5.25
Pab39ee5462,,22.56,4.9,8.5,9.75,10.81,34.0,2.81,,,,,27.0,,,,,,,3.22,29.0,4.5
P919e355315,,23.75,6.7,8.5,10.25,,,,,,,,27.25,,,,,,,,,4.25
